  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
 SNDKR2009B13778, 1 000 000BUSINESS,23/06/2009,Nord Foire Azur N°15,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/business, SNDKR2009B13778, 1 000 000
 SNDKR2009B12768, 1 000 000 FCFAUTRAS SARL,17/07/2009,Sicap Dieuppeul 3 n°2726,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/utras-sarl, SNDKR2009B12768, 1 000 000 FCFA
 SNDKR2009B12763, 1 000 000DABAKH TRANSIT,14/07/2009,12 Rue TOLBIAC x ESCARFAIT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/dabakh-transit, SNDKR2009B12763, 1 000 000
 SNDKR2009B12765, 1 000 000MILLENIUM ENTREPRISE SARL,20/07/2009,Yoff Ndenguagne  route de l...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/millenium-entreprise-sarl, SNDKR2009B12765, 1 000 000
 SNDKR2009B12764, 1 000 000COMPTOIR COMMERCIAL  MOR DIAKHER SUARL,17/07/2009,Scat urbam n°87,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/comptoir-commercial-mor-diakher-suarl, SNDKR2009B12764, 1 000 000
 SNDKR2009B12767, 10 000 000NATIONAL CONSTRUCTION SARL,21/07/2009,19 Rue Robert BRUN,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/national-construction-sarl, SNDKR2009B12767, 10 000 000
 SNDKR2009B11748, 1 000 000INTERNATIONAL WORLD WIDE TRADING SOLUTIONS SENEGAL SARL,02/07/2009,Cité Soprim villa n°85 B1,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/international-world-wide-trading-solutions-senegal-sarl, SNDKR2009B11748, 1 000 000
 SNDKR2009B12692, 1 000 000GROUPE SCOLAIRE AMADOU MOCTAR KA SARL,03/07/2009,Front de terre III rue  de la...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/groupe-scolaire-amadou-moctar-ka-sarl, SNDKR2009B12692, 1 000 000
 SNDKR2009B12691, 1 000 000SOCIETE SENEGALAISE DE SERVICES ET DE LOGISTIQUES INFORMATIQUES SUARL,14/07/2009,141 Avenue Cardinal THIANDOUM...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/societe-senegalaise-de-services-et-de-logistiques-informatiques-suarl, SNDKR2009B12691, 1 000 000
 SNDKR2009B12690, 1 000 000VIVES VOIX SARL,15/07/2009,7 Rue Paul HOLLE x Jean Jaures,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/vives-voix-sarl, SNDKR2009B12690, 1 000 000
 SNDKR2009B12688, 1 000 000SOCIETE DE TRANSPORT DU SENEGAL,20/07/2009,Bureau 812 Centre commercial...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-de-transport-du-senegal, SNDKR2009B12688, 1 000 000
 SNDKR2009B12885, 1 000 000EUNSEONG SEAFOOD INTERNATIONAL SARL,22/07/2009,HLM Fass villa n°262,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/eunseong-seafood-international-sarl, SNDKR2009B12885, 1 000 000
 SNDKR2009B12889, 1 000 000CONYTRAN SENEGAL SARL,07/07/2009,30 Rue Moussé DIOP Immeuble...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/conytran-senegal-sarl, SNDKR2009B12889, 1 000 000
 SNDKR2009B12883, 1 000 000TAHA IMMOBILIER SARL,10/07/2009,15 Avenue Hassan II,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/taha-immobilier-sarl, SNDKR2009B12883, 1 000 000
 SNDKR2009B12886, 4 000 000MONDIALE SECURITE SERVICES SARL,22/07/2009,Route du Méridien Président...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/mondiale-securite-services-sarl, SNDKR2009B12886, 4 000 000
 SNDKR2009B12887, 1 000 000BRAINSTONE TECHNOLOGY SARL,20/07/2009,Sicap liberté V villa n°5478,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/brainstone-technology-sarl, SNDKR2009B12887, 1 000 000
 SNDKR2009B12888, 1 000 000XONE TECH SUARL,16/07/2009,34 Rue Wagane DIOUF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/xone-tech-suarl, SNDKR2009B12888, 1 000 000
 SNDKR2009B12821, 1 000 000SECRETS STORES SARL,22/07/2009,Patte d&#039;oie builders...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/secrets-stores-sarl, SNDKR2009B12821, 1 000 000
 SNDKR2009B12826, 1 000 000XALAAT DESIGN SARL,27/07/2009,Sicap rue 10 Rue AAB N°6907,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIES TEXTILES,http://www.creationdentreprise.sn/xalaat-design-sarl, SNDKR2009B12826, 1 000 000
 SNDKR2009B12766, 10 000 000SIRIUS TELECOMS SA,17/07/2009,7 Rue Félix Faure,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/sirius-telecoms-sa, SNDKR2009B12766, 10 000 000
 SNDKR2009B12762, 1 000 000MANE GERE ASSOCIES SENEGAL SARL,22/07/2009,38 Avenue Malick SY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/mane-gere-associes-senegal-sarl, SNDKR2009B12762, 1 000 000
 SNDKR2009B15978, 1000000SUN LINK,24/09/2009,POINT E RUE D X 07,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/sun-link, SNDKR2009B15978, 1000000
 SNDKR2009B13285, 1 000 000TOUBA INFORMATIQUE SURL,28/07/2009,Médina rue 3 x Blaise Diagne,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/touba-informatique-surl, SNDKR2009B13285, 1 000 000
 SNDKR2009B13286, 1 000 000SOCIETE D&#039;EXPLOITATION COMMERCIALE ET INDUSTRIELLE SENEGALAISE SARL,27/07/2009,HLM Grand yoff n°1179,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-dexploitation-commerciale-et-industrielle-senegalaise-sarl, SNDKR2009B13286, 1 000 000
 SNDKR2009B13278, 1 000 000 FCFASOCIETE SENEGALAISE DE SERVICES RESTAURATION ET TRAITEUR SUARL,30/07/2009,Sacré coeur 3 n°9650,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/societe-senegalaise-de-services-restauration-et-traiteur-suarl, SNDKR2009B13278, 1 000 000 FCFA
 SNDKR2009B13283, 1 000 000DANAWOOD GROUP SARL,30/07/2009,Sacré coeur pyrotechnie villa...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/danawood-group-sarl, SNDKR2009B13283, 1 000 000
 SNDKR2009B13284, 10 000 000AFRICACOM SARL,29/07/2009,Sicap dieuppeul n°5011,SOCIETE ANONYME (S.A),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/africacom-sarl, SNDKR2009B13284, 10 000 000
 SNDKR2009B13251, 1 000 000SENEGALAISE D&#039;ELECTRIQUE INDUSTRIELLE SARL,30/07/2009,Nord foire villa n°127,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/senegalaise-delectrique-industrielle-sarl, SNDKR2009B13251, 1 000 000
 SNDKR2009B12769, 1 000 000Z TECHNOLOGIES SERVICES SARL,14/07/2009,Ouest foire immeuble Abdoul...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/z-technologies-services-sarl, SNDKR2009B12769, 1 000 000
 SNZGR2009B561, 1 000 000CPSS SARL,13/07/2009,Route de Boucotte,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/cpss-sarl, SNZGR2009B561, 1 000 000
 SNDKR2009B13125, 1 000 000 FCFATRAIT D&#039;UNION SUARL,24/07/2009,Cité Mamelles n° B14,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/trait-dunion-suarl, SNDKR2009B13125, 1 000 000 FCFA
 SNDKR2009B16036, 1 000 000SALAM SARL,28/09/2009,93  RUE CARNOT X LAMINE GUEYE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/salam-sarl, SNDKR2009B16036, 1 000 000
 SNDKR2009B16035, 40000000MAIL SARL,28/09/2009,ROUTE DE LA PYROTECHNIQUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/mail-sarl, SNDKR2009B16035, 40000000
 SNDKR2009B16034, 1000000P.A.E SARL,28/09/2009,CAMPUS UNIVERSITAIRE BATIMENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/pae-sarl, SNDKR2009B16034, 1000000
 SNDKR2009B16037, 1000000COMPAGNIE DE COMMERCE  DE SERVICES ET DE SECURITE,28/09/2009,SCAT URBAM GRAND YOFF SB/09,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/compagnie-de-commerce-de-services-et-de-securite, SNDKR2009B16037, 1000000
 SNDKR2009B15855, 10000000GREENTEC SA,23/09/2009,29  AVENUE PASTEUR,SOCIETE ANONYME (S.A),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/greentec-sa, SNDKR2009B15855, 10000000
 SNDKR2009B15854, 2000000SOCIETE IMMO&#039;9,23/09/2009,SICAP AMITIE III  VILLA N°4387,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/societe-immo9, SNDKR2009B15854, 2000000
 SNDKR2009B15856, 10000000SANDAC ENTREPRISE SA,23/09/2009,AZUR 15 BUILDING- 12 BLD...,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sandac-entreprise-sa, SNDKR2009B15856, 10000000
 SNDKR2009B15842, 1000000SOCIETE AFRICAINE D&#039;EXPLOITATION DE BIOCARBURANTS,23/09/2009,DERKLE VILLA N°11 D,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRO-INDUSTRIE,http://www.creationdentreprise.sn/societe-africaine-dexploitation-de-biocarburants, SNDKR2009B15842, 1000000
 SNDKR2009B15843, 5000000COMPAGNIE DE GESTION FONCIERE ET FINANCIERE AFRICAINE SARL,23/09/2009,LOT N°4 APPT D 2ième ETAGE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/compagnie-de-gestion-fonciere-et-financiere-africaine-sarl, SNDKR2009B15843, 5000000
 SNDKR2009B15844, 1000000BANEL INTERNATIONAL SERVICES SARL,23/09/2009,VDN N°165 JCL BP 17679 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/banel-international-services-sarl, SNDKR2009B15844, 1000000
 SNDKR2009B15791, 1.000.000 de francs cfaREN HE LUGGAGE COMPANY SARL,22/09/2009,DAKAR (SENEGAL)  2  rue...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ren-he-luggage-company-sarl, SNDKR2009B15791, 1.000.000 de francs cfa
 SNDKR2009B15789, 1.000.000 DE FRANCS CFAUNIVERS COLORS SARL,23/09/2009,DAKAR(Sénégal) SICAP Sacré...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/univers-colors-sarl, SNDKR2009B15789, 1.000.000 DE FRANCS CFA
 SNDKR2009B16044, 1000000FLEUR 2 PEAU,28/09/2009,DAKAR  ROUTE DE OUAKAM...,SOCIETE UNIPERSONELLE (S.U),COMMERCE,http://www.creationdentreprise.sn/fleur-2-peau, SNDKR2009B16044, 1000000
 SNDKR2009B16042, 18000000ARC METAL SA,28/09/2009,DAKAR  02 ROUTE DE L&#039;...,SOCIETE ANONYME (S.A),INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/arc-metal-sa, SNDKR2009B16042, 18000000
 SNDKR2009B16076, 1000000SUPPORT ENTREPRISES SARL,28/09/2009,13-15 RUE COLBERT X RUE FELIX...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/support-entreprises-sarl, SNDKR2009B16076, 1000000
 SNDKR2009B16077, 5000000SABLUX GROUP,28/09/2009,N°G AVENUE DU CARDINAL...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/sablux-group, SNDKR2009B16077, 5000000
 SNDKR2009B16078, 1000000BUSINESS LOGISTIQUE,28/09/2009,SACRE COEUR 3 VILLA 9574,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/business-logistique, SNDKR2009B16078, 1000000
 SNDKR2009B16080, 1000000GREEN PRODUCTION SENEGAL SARL,28/09/2009,67  PCI HANN MARISTE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/green-production-senegal-sarl, SNDKR2009B16080, 1000000
 SNDKR2009B16041, 1000000CAMPUS CONSEIL INTERNATIONAL,28/09/2009,ENEA  AVENUE CHEIKH ANTA DIOP...,S.U.A.R.L,EDUCATION - FORMATION,http://www.creationdentreprise.sn/campus-conseil-international, SNDKR2009B16041, 1000000
 SNDKR2009B16039, 1000000NAOTRANS SARL,28/09/2009,EX BICIS ROUTE DE NGOR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/naotrans-sarl, SNDKR2009B16039, 1000000
 SNDKR2009B15254, 1.000.000 DE FRANCS CFAACTION CONCEPT SERVICES SARL,07/09/2009,DAKAR(SENEGAL) Scat Urbam ...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/action-concept-services-sarl, SNDKR2009B15254, 1.000.000 DE FRANCS CFA
 SNDKR2009B15314, 1.000.000 DE FRANCS CFABEETWEN 4 SARL,08/09/2009,8454 Sicap Sacré Coeur 1 Dakar,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/beetwen-4-sarl, SNDKR2009B15314, 1.000.000 DE FRANCS CFA
 SNDKR2009B15315, 1.000.000 DE FRANCS CFASOCIETE AFRICAINE DE DEVELOPPEMENT DURABLE SARL,08/09/2009,DAKAR(SENEGAL) 3 Rue de Niomré,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/societe-africaine-de-developpement-durable-sarl, SNDKR2009B15315, 1.000.000 DE FRANCS CFA
 SNDKR2009B15316, 1.000.000 DE FRANCS CFAAFRICAN INSTITUTE OF ISLAMIC FINANCE SARL,10/09/2009,DAKAR(Sénégal) Ngor Virage,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/african-institute-islamic-finance-sarl, SNDKR2009B15316, 1.000.000 DE FRANCS CFA
 SNDKR2009B15317, 1.000.000 DE FRANCS CFAAVANCEMENT ET MODERNISATION DU SENEGAL SARL,10/09/2009,DAKAR (SENEGAL)  Cité Asecna...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/avancement-et-modernisation-du-senegal-sarl, SNDKR2009B15317, 1.000.000 DE FRANCS CFA
 SNDKR2009B15318, 1.000.000 DE FRANCS CFAGROUPE DISENEX SARL,10/09/2009,Zone Industrielle Thiaroye...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMPORT-EXPORT,http://www.creationdentreprise.sn/groupe-disenex-sarl, SNDKR2009B15318, 1.000.000 DE FRANCS CFA
 SNDKR2009B15815, 1.000.000 DE FRANCS CFATENDANCE BOIS SARL,22/09/2009,DAKAR(SENEGAL)  114  Avenue...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BOIS,http://www.creationdentreprise.sn/tendance-bois-sarl, SNDKR2009B15815, 1.000.000 DE FRANCS CFA
 SNDKR2009B15790, 1.000.000 DE FRANCS CFATANZANITE SARL,22/09/2009,DAKAR(SENEGAL) 153 Avenue du...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/tanzanite-sarl, SNDKR2009B15790, 1.000.000 DE FRANCS CFA
 SNDKR2009B15794, 1.000.000 DE FRANCS CFALIANT SARL,22/09/2009,Quartier Diameguene Cambéréne...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/liant-sarl, SNDKR2009B15794, 1.000.000 DE FRANCS CFA
 SNDKR2009B15792, 1.000.000 DE FRANCS CFAGS CAPITAL GROUP SUARL,22/09/2009,DAKAR (SENEGAL) Sacré Coeur...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/gs-capital-group-suarl, SNDKR2009B15792, 1.000.000 DE FRANCS CFA
 SNDKR2009B15364, 1 100 000 FCFAAN NOUROU SARL,25/06/2009,65 Route du front de terre,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/nourou-sarl, SNDKR2009B15364, 1 100 000 FCFA
 SNDKR2009B15362, 1 000 000 FCFAETSHOS-IMED SARL,08/09/2009,31 Rue Abdou Karim Bourgi,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/etshos-imed-sarl, SNDKR2009B15362, 1 000 000 FCFA
 SNDKR2009B15310, 1 000 000 FCFAACADEMIE SENEGALAISE DE COIFFURE ET D&#039;ESTHETIQUE SUARL,09/09/2009,Dakar  Extension Nord Liberté...,S.U.A.R.L,EDUCATION - FORMATION,http://www.creationdentreprise.sn/academie-senegalaise-de-coiffure-et-desthetique-suarl, SNDKR2009B15310, 1 000 000 FCFA
 SNDKR2009B15311, 1 000 000 FCFAPROMO ART CULTURE ET ENVIRONNEMENT SUARL,28/10/2009,79 Cité SOTIBA,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/promo-art-culture-et-environnement-suarl, SNDKR2009B15311, 1 000 000 FCFA
 SNDKR2009B15312, 1 000 000 FCFASLIM TECHNOLOGIES SARL,08/09/2009,4793 Route des Niayes  Dakar,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/slim-technologies-sarl, SNDKR2009B15312, 1 000 000 FCFA
 SNDKR2009B15313, 1 500 000 FCFAKEUR IMAM ASSANE SARL,07/09/2009,Médina rue 17 x 24,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMPORT-EXPORT,http://www.creationdentreprise.sn/keur-imam-assane-sarl, SNDKR2009B15313, 1 500 000 FCFA
 SNDKR2009B15270, 1 000 000 FCFACHINA MATERIALS PRODUCTIONS SUARL,07/09/2009,HLM Gibraltar Villa N°01,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/china-materials-productions-suarl, SNDKR2009B15270, 1 000 000 FCFA
 SNDKR2009B15228, 1 000 000 FCFALABTEC SARL,25/08/2009,15  Rue Jules FERRY  Dakar,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),SANTE,http://www.creationdentreprise.sn/labtec-sarl, SNDKR2009B15228, 1 000 000 FCFA
 SNDKR2009B15271, 1 000 000 FCFARH CONSEILS GROUP SARL,07/09/2009,Sacré Coeur 3 villa n°9976,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/rh-conseils-group-sarl, SNDKR2009B15271, 1 000 000 FCFA
 SNDKR2009B15272, 10.000.000 DE FRANCS CFAPROBETON SA,07/09/2009,DAKAR (Sénégal) Hann Maristes...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/probeton-sa, SNDKR2009B15272, 10.000.000 DE FRANCS CFA
 SNDKR2009B15535, 1 000 000 FCFACABINET LE GENIE  SARL,31/08/2009,Dakar Banlieue Pikine Tally...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cabinet-le-genie-sarl, SNDKR2009B15535, 1 000 000 FCFA
 SNDKR2009B15536, 1 000 000 FCFASENEGAL ENERGIES SARL,11/09/2009,Fann Résidence Rue 3 ...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/senegal-energies-sarl, SNDKR2009B15536, 1 000 000 FCFA
 SNDKR2009B15425, 1 000 000 FCFAENGELEC SARL,09/09/2009,Yeumbeul Sud Afia 5,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/engelec-sarl, SNDKR2009B15425, 1 000 000 FCFA
 SNDKR2009B15428, 1 000 000 FCFAEASY LINK INTERNATIONAL SARL,08/09/2009,67 Avenue Abdou Karim Bourgi...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/easy-link-international-sarl, SNDKR2009B15428, 1 000 000 FCFA
 SNDKR2009B15429, 1 000 000 FCFALOGIC SARL,09/09/2009,HLM Fass Paillote 43 A BP 17...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/logic-sarl, SNDKR2009B15429, 1 000 000 FCFA
 SNDKR2009B15430, 1 000 000 FCFAFILY VOYAGES SARL,10/09/2009,HLM Gibraltar II  Villa n°336,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/fily-voyages-sarl, SNDKR2009B15430, 1 000 000 FCFA
 SNDKR2009B15431, 1 000 000  FCFAALL SERVICE SARL,04/09/2009,Cité Avion lot n°08 1er étage,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/all-service-sarl, SNDKR2009B15431, 1 000 000  FCFA
 SNDKR2009B15427, 1 000 000 FCFAETABLISSEMENT SPECIALISE DANS L&#039;INDUSTRIE DE TRANSFORMATION ET DU DESIGN SARL,04/09/2009,Dakar  Sicap Foire villa n°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/etablissement-specialise-dans-lindustrie-de-transformation-et-du-design-sarl, SNDKR2009B15427, 1 000 000 FCFA
 SNDKR2009B15538, 10 000 000 FCFACONSULT PLUS SUARL,09/09/2009,Mbao Gare  Rue 10  Lot n°35...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/consult-plus-suarl, SNDKR2009B15538, 10 000 000 FCFA
 SNDKR2009B15363, 1 000 000 fcfaHAMZA IMMOBILIER SUARL,07/09/2009,Sicap Sacré Coeur III Villa n...,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/hamza-immobilier-suarl, SNDKR2009B15363, 1 000 000 fcfa
 SNDKR2009B15084, 1 000 000 FCFASFER IMPLANT SARL,01/09/2009,Azur 15 Builting  12...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/sfer-implant-sarl, SNDKR2009B15084, 1 000 000 FCFA
 SNDKR2009B15033, 1 000 000 FCFASENEGALAISE DE BATIMENT DE TRANSPORT  ET DE COMMERCE SARL,26/08/2009,06 Cité Notaire Derklé,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/senegalaise-de-batiment-de-transport-et-de-commerce-sarl, SNDKR2009B15033, 1 000 000 FCFA
 SNDKR2009B15081, 1 000 000 FCFAINTERMED SUARL,02/09/2009,HLM Grand Médine villa n°289,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/intermed-suarl, SNDKR2009B15081, 1 000 000 FCFA
 SNDKR2009B15080, 5 000 000 FCFACINEKAP,26/08/2009,4684 Amitié 3 Dakar,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/cinekap, SNDKR2009B15080, 5 000 000 FCFA
 SNDKR2009B15079, 1 000 000 FCFAVTRANS INTERNATIONAL SARL,04/09/2009,Hann Maristes 2 villa n° o/49,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/vtrans-international-sarl, SNDKR2009B15079, 1 000 000 FCFA
 SNDKR2009B15073, 1 000 000 FCFANOUVELLE VISION GROUP SARL,03/09/2009,Nord foire villa n°22-23,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/nouvelle-vision-group-sarl, SNDKR2009B15073, 1 000 000 FCFA
 SNDKR2009B15126, 1 000 000 fcfaEASY LINK INNOVATION SARL,03/09/2009,Mermoz Pyrotechnique n°22...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/easy-link-innovation-sarl, SNDKR2009B15126, 1 000 000 fcfa
 SNDKR2009B15473, 1 000 000 FCFAL S 2 SARL,09/09/2009,Sacré coeur I Villa N°8400,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/l-s-2-sarl, SNDKR2009B15473, 1 000 000 FCFA
 SNDKR2009B15416, 1 000 000 FCFASOCIETE D&#039;INGENIERIE DE SERVICES ET DE PRODUCTION SARL,04/09/2009,Sacré coeur 3 villa n°8877...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-dingenierie-de-services-et-de-production-sarl, SNDKR2009B15416, 1 000 000 FCFA
